ADAM_ID,NAME,LONG_CONTENT_NOTE,SHORT_CONTENT_NOTE,NAME,WM_CONCAT(C.COUNTRY_CODE_ISO2A),START_DATE,SHORT_CONTENT_NOTE,LONG_CONTENT_NOTE
976447676,Sweet and Stylish Dinner Music,串聯搖滾天團 Coldplay、獨立創作才女 Regina Spektor、英國電子民謠歌手 James Yuill 等風格迥異的音樂家，以民謠、搖滾、R&B、電子 等多種音樂風格詮釋心底濃烈的愛，打造甜而不膩的浪漫氛圍。和心愛的人共享晚餐時聆聽，沒有燭光也甜蜜。,以民謠、搖滾、R&B、電子等音樂風格體現浪漫的多種定義，營造扣人心弦的甜蜜時刻。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447683,Meditation Mix,本歌單精選風格多樣，適合作為冥想的背景音樂，從迷幻電子、前衛搖滾、民謠、甚至西藏僧侶吟唱皆有，其中包含搖滾重量人物 David Cros by、聲音藝術先鋒 Fennesz 及前衛音樂創作人 Julianna Barwick 等人作品，幫你忘卻塵俗煩惱，回歸寧靜內在世界。,透過冥想音樂，淨空思緒、回歸內在，找回最真實的自我。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447684,Everything Sux,龐克的普遍印象就是激動、憤怒，還有對政治與制度的冷漠，但所有龐克風格都有一個共通點，就是自我厭惡。當自命憤青的你感到不滿、煩 躁、找不到認同時，這裡的龐克團體或者可以作你伙伴，與你找到一點共鳴。,龐克的激動、憤怒，不就是憤青的標誌嗎？快來與你的伙伴合體吧，憤青！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447685,Highway Star,開車不聽音樂就像炒菜不放鹽，所以不論是你開的是一輛敞篷車，還是千萬跑車，在微風徐徐的夏天傍晚，迎著夕陽在公路上馳騁，絕對需要 一些音樂來振奮精神。讓這張歌單裡的經典硬搖滾樂，陪你一路奔馳，唱出好心情。,當你開著車在公路上奔馳時， 一定要聽的搖滾樂！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447687,Blue Moods: Guitar,本歌單收錄 Kenny Burrell、Jim Hall、Grant Green 等重量級爵士吉他名家的作品，不論演奏的是電吉他或是木吉他，他們的吉他聲都能騷 動你內心深處的靈魂。,以吉他為主調的藍調歌曲,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447689,Blue Days and Melancholy Moods,「演奏爵士樂就像發自心中說話，你不會說謊。」爵士小號大師 Bunk Johnson 如是說，爵士樂如此觸動人心，正因為它的直白坦率。在舞台 上光鮮亮麗的爵士巨星，也總有黯然失落的一面。本歌單精選金嗓天王法蘭克辛納屈、爵士女伶比莉哈樂黛、藍調之后 Diana Washington 等 人經典憂鬱名曲，帶你跨時空聆聽爵士大師們掏心掏肺道出灰暗心聲。,今天心情有點 blue，讓爵士名嗓唱出你的憂鬱吧。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447690,"Trying To Forget You, Babe",失戀的時候，眼前的畫面都模糊失焦，你的腦海裡中彷彿只有那個人。有時你忘記他已經走了，有時你以為晚上還有約會。隨著 Tove Lo、Jes sie Ware、Caribou、Monarchy 等人的電子歌曲，讓失戀的你一起哭一起叫，一起傷心一起咆哮。,不要再浪費時間，忘了那個人吧！這張歌單是你失戀時內心的吶喊。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447695,Intro to Justice,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447702,Blue Moods: Piano,號稱「樂器之王」的鋼琴音域寬廣，音量變化大，更重要的是能同時發出多音符，詮釋繁複多變的旋律。極大的可塑性賦予琴手豐富的表現空 間，和千變萬化的即興能力。鋼琴能是襯職的伴奏，也可以是耀眼的明星。爵士琴手不僅將鋼琴技巧性推上巔峰，也透過鋼琴完美表現爵士的 細微動人和戲劇性。本歌單精選爵士鋼琴傳奇大師 Bill Evans、Paul Bley、Herbie Hancock 等人的精湛演出。,鋼琴是爵士樂不可或缺的樂器。鋼琴自由多變、繁複的多音旋律和寬廣音域，完美展現爵士的豐富層次和情緒。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447703,Songs for a Rainy Day,,,zh-Hant,"HK,MO,TW",28-Jun-15,,
976447717,Best of Chillwave,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447721,Intro to Elliott Smith,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447723,French Pop Cool Down,本歌單精選最適合放鬆時聆聽的法國時代曲，收錄香頌傳奇巨星琵雅芙、法國音樂鬼才 Serge Gainsbourg、爵士創作女歌手 Isabelle Antena 等人的經典作品。從浪漫香頌到 Yé-yé 搖滾金曲，一貫的法式慵懶，帶你暫離塵囂，神遊浪漫國度。,聆聽慵懶愜意的經典法國時代曲，感染一身優雅的法式隨興氣息。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447726,Sampled: 1980s Hits,2000 年代的樂壇吹起一陣的復古懷舊風，過去二十年風靡流行樂壇的許多熱門單曲都再度以嶄新面貌強勢回歸主流樂壇。電音舞曲界眾多知名 高手紛紛取樣 80 年代的經典老歌，當中最讓人難忘的那句歌詞，加上時下最流行的電子元素與強烈的舞動節奏，看似單調卻創造出意想不到 的韻味，更成為各大夜店熱播歌曲。,80 年代琅琅上口的經典大集合。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447728,Countrified Soul,,,zh-Hant,,16-Oct-15,,
976447733,Love Hurts: A Classic Rock Break-Up,失戀帶來的是難以承受的痛，當你感到痛苦和絕望時，服下這帖由 Bob Dylan、Johnny Cash、滾石樂團等巨星炮製的特效藥，他們用最滄桑卻 堅實的嗓音，緩緩唱出各種故事，為你治療受傷的心。,破碎的心該如何修復？就讓搖滾音樂幫幫你。,zh-Hant,"HK,MO,TW",21-Jun-15,,
976447735,Take Flyte,多少經典，不能重來，卻可重溫。曾經有過的搖滾經典，是屬於一個時代的聲音。就讓我們一起重溫，感受舊時代脈動，也見識前人厲害。這 些超強樂團開了路，讓後進有楷模、有啟發。本歌單收錄了 The Monkees、The Byrds、Elephant Stone、The Strange Boys 等新舊樂團的精 彩單曲，復古也好，致敬也罷，甚至開創潮流也行，搖滾就是這樣子一脈相承的事。,復古也好，復興也罷，復刻也行，就從 60 年代開始，聆賞搖滾的新與舊。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447736,Intro to The Chemical Brothers,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447737,Best of 00s Hardcore,隨著世紀交替，2000 年代的硬核龐克持續蓬勃。但是因為受到較多 80 年代原始硬核樂風的啟發而 與 90 年代的硬核樂有些不同。從 Fucked Up、Ceremony 和 Pissed Jeans 等團的音樂，便可以聽出這樣的特色。而 Dillinger Escape Plan 和 Rise Against! 等樂團，則在作品中 注入更多新世代的元素，得到主流樂界的歡迎。,21 世紀仍然活躍的硬核樂，承襲了 80 年代的硬核原始精神，加以新時代的元素。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447741,Crooner Sing-Alongs,本歌單收錄了 Bing Crosby、Frank Sinatra 和貓王等抒情男歌手的歌聲，不但首首動聽，而且還琅琅上口，流傳了幾個世代。無論你是想放 聲高歌，還是想低聲和唱，這都絕對是一張自娛娛人的必備歌單。,這些經典好歌不但百聽不厭，還有辦法令 3 到 83 歲的人都能一起哼哼唱唱！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447744,Chilling Out With Bluegrass Vocals,都市生活的節奏總是太過快速，但是不要感到你必須隨時緊繃著神經，給自己一個喘息的空間吧。讓柔和、悅耳的樂曲引導你暫時脫離塵囂， 跟著 Paul Brewster、Doc Watson、Uncle Earl 的歌聲重新調整心情。,忙碌的人生先暫時淨空，找個寧靜的空間聆聽我們為你準備的藍草音樂放鬆心靈。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447750,Blissed Out and Burned Up,喜歡實驗音樂的，總會為裡頭的先鋒和前衛嘆服。當然，對這類型嗤之以鼻的亦大有人在。可是聽音樂又何需故步自封，就算難懂又偏鋒，也 應該讓自己的耳朵嘗鮮一下，或者聽著聽著，會意猶未盡也說不定，就讓 Cuticle、Fennesz、Softfocus 等人為你帶來一場嶄新的聲音體驗！,不要聽到實驗兩字就卻步，也許，聽畢這張歌單，會有意猶未盡之感也說不定！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447754,Early Morning Post-Rave,週末早晨躺在床上，試圖回憶昨晚的瘋狂派對發生了什麼事？腦袋需要一點醒腦藥。受夠了重節拍 house 音樂，但又戒不了電音的癮，就聽聽 這個輕量級歌單。新生代電子樂團 Disclosure、英國搖滾天團 Coldplay、紐約獨立樂團 Haerts、流行電音新秀 Ellie Goulding 等，跳動的 音符，一節一節地替你充回電力，絕不疲勞轟炸。,昨天晚上玩太瘋了？來點後銳舞，喚醒腦袋，也治電音的癮吧！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447763,Intro to Ride,來自牛津的 Ride ，是英國瞪鞋搖滾的指標樂團之一。他們在 1990 年推出的首張專輯《Nowhere》，己被奉為瞪鞋搖滾的經典。樂團四子絕非 要以吉他音牆複製 My Bloody Valentine 的音樂，而是以瞪鞋作橋樑，結合噪音流行、太空搖滾以及硬搖滾來打造新聲音。此外，這張專輯更 入選 Pitchfork 「90 年代百大專輯」之一。 1992 年，《Going Blank Again》延續瞪鞋風格，亦融入了 power pop 的元素，銷量取得佳績 ，並躋進英國金榜第五位。其後，他們一改音樂風格，從瞪鞋搖滾轉向另類搖滾，先後推出了《Carnival of Light》及《Tarantula》兩張專 輯，奈何評價普通，樂團亦無以為繼。不過，主腦之一的 Andy Bell，就揭開了新的一頁，加盟另一支超級樂團 Oasis。,雖然最後卻慘淡收場，但亦無損 Ride 在搖滾歷史上的地位，只因他們留下了兩張瞪鞋搖滾的經典專輯。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447764,Best of 90s Thrash,英國重金屬新浪潮樂團在 70 年代末至 80 年代初之間，將硬核和龐克等元素融入到重金屬音樂中，發展出一種具有強烈攻擊性的全新風格激 流金屬 (thrash metal)。這張歌單中，你可以聽到 90 年代裡最經典的激流金屬 作品。,90 年代中最具代表性的激流金屬經典。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447766,Remember the Time: House Party,無論是哪個年代，大家都會在家裡舉行派對聚會。此歌單是為各大大小小派對而設的獨立音樂精選，80 年代的新浪潮、龐克搖滾、後龐克、獨 立搖滾，到 90 年代的 madchester、house、油漬搖滾，以至當今的獨立舞曲都應有盡有，讓人愉快地起舞！,為各大小派對而設的獨立音樂精選，讓人愉快地起舞。,zh-Hant,"HK,MO,TW",10-Jul-15,,
976447769,Roam If You Want To,帶著護照，到機場找一班快要起飛的機吧。不要理會目的地是洛杉磯還是赫爾辛基，只要感覺對了就行。離開你的舒適區，為人生冒一次險！ 本歌單收錄多支獨立搖滾金曲以至冷門佳作，也許，在 Vampire Weekend、Pavement、Velocity Girl 的歌曲中，你可以找到旅行的意義。,有勇氣出走，就不要回頭。聽著這些獨立好歌，向未知進發！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447774,Lying in a Hammock,睡在吊床上，是不少人兒時想做的事。長大了，吊床未睡過也不曾擁有過。公寓沒地方，生活太緊迫，吊床上的自己，只有在幻想裡出現過。 就讓 Cat Stevens、Bon Iver、Fleetwood Mac 的音樂，把自己帶到那個在吊床上做夢的甜美之境。,人在吊床，盪來盪去，覺得睏了，最適合聽著這些歌走進酣睡之境。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447775,Crown on the Ground,心情好的時候，就是很想大聲唱歌！即使面對沉悶的工作或課業仍不減亢奮的情緒，就不要再壓抑自己，聽聽音樂繼續享受你的好心情吧！此 歌單精選了各類型的 high 歌，可以讓你的靈魂來一場騷動！,面對沉悶的工作或課業仍不減你亢奮的情緒嗎？乾脆聽聽音樂繼續好心情吧！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447777,New Age Chillout,本歌單收錄一系列專門讓人放鬆身心的弛放音樂。大量運用電子元素，巧妙融入大自然各種聲響，讓人彷彿置身仙境般的飄渺空靈，喚醒人與 大地之母深刻連結，提供你身心靈完全弛放的寧靜片刻。,聆聽空靈絕美的新世紀弛放音樂，讓塵世所有煩惱憂愁隨之煙消雲散。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447780,Chilling Out With Bluegrass Instrumentals,藍草音樂特有的自然鄉村風格，揉入了自然與泥土的香氣，彷彿身在與世隔絕的大自然中，散發著跟都市生活截然不同的恬淡與祥和。每當需 要放鬆時，聽聽 Bela Fleck 、David Grisman、Jerry Douglas 等人帶來淡淡幽香的藍草音符，就會覺得豁然開朗。,在溫馨舒適的家中聆聽藍草音樂，彷彿置身鄉間，被青山綠水包圍著。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447784,Intro to Sonny Rollins,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447785,Leftfield Retro Lounge,跟隨著復古老歌的節奏輕鬆搖擺，讓你彷彿置身於 60 年代的酒吧裡。,跟隨著復古老歌的節奏輕鬆搖擺，讓你彷彿置身於 60 年代的酒吧裡。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447786,Classic Rock After Dinner,在吃完晚餐後，用美好的音樂來放鬆心情、幫助消化是件美好的事。本歌單為你嚴選了包括前衛搖滾樂團 Gentle Giant、天才吉他手 Tommy B olin 和民謠歌手 Tom Waits 等巨星的經典歌曲，為你延續美好的夜晚。,在享用完晚餐之後，就用 The Doors、Gentle Giant 等經典搖滾好歌來幫助消化！,zh-Hant,"HK,MO,TW",23-Jun-15,,
976447787,Sleek and Sexy Pre-Dinner Drinks,不再像年少不懂事時，灌廉價酒吧的烈酒爛醉。穿上好品味的裝扮，拿出珍藏紅酒和威士忌，享受恣意、放縱但不頭痛的一晚。空氣中流動著 Justin Timberlake 的性感歌聲和節奏藍調、Aloe Blacc 誘人的靈魂唱腔、Robin Thicke 的壞壞情調以及 Lorde 的超齡個性聲線。撩人的唱 腔、中快板節奏配上充滿都市感的編曲。不再為露骨歌詞臉紅心跳，今晚是場成人的時尚派對。,流行節奏藍調、中快板電音舞曲、MJ 經典及誘人的都會流行曲，釋放出紅酒般的輕熟魅力。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447790,Beach Wedding: Dancing On The Sand,沙灘作舞台，大海作背景，還有很多對眼睛作見證。一場在沙灘上舉行的婚禮，應該找誰來助興？是婚禮配樂少不了的 Jason Mraz？或是為沙 灘而生的 The Beach Boys？還是總令人聞歌起舞的 Bob Marley 呢？這張歌單並不是要叫人感動落淚，而是要讓一對新人和所有賓客盡情歡樂 ！,聽著潮浪聲，熱吻、擁抱、禮成。陽光下的沙灘婚禮，賓客掌聲笑聲不斷，當然少不了的還有歌聲！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447793,Best of NYC Hardcore,紐約的硬核樂較南加州起步稍晚，音樂自成一格，比其他硬核更重、更富金屬元素。從華盛頓搬到紐約的 Bad Brains 不但經典，還啟發了 Ag nostic Front 和 Cro-Mags 等樂團，並發展出紐約式的金屬風格。80 年代之後的 Gorilla Biscuits 和 Judge 等團並開啟了第二波正派龐克 (straight edge) 運動。,比南加州的硬核樂更重、更富有金屬元素，紐約的硬核樂自成一格。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447796,Slow Ride,開車時，總是在煩惱該聽什麼歌曲嗎？搖滾樂是各位司機們的最好選擇！讓 Cream、The Yardbirds、Fleetwood Mac 等經典搖滾音樂人用復古 生猛的吉他聲，陪伴你上山下海，一路悠閒地駕駛到下一個目的地。,想來趟環島公路之旅？此時你最需要的配樂，盡在這張歌單。,zh-Hant,"HK,MO,TW",21-Jun-15,,
976447801,After School Special,終於等到下課鈴聲響起，跟隨 Blur 樂隊高喊一聲「Woo hoo!」來慶祝下課時光實在適合不過。現在，把課業煩惱、升學壓力通通拋在腦後， 讓一首首來自 80 年代與 90 年代、輕快的另類搖滾名曲陪伴你暫時放鬆。,下課後轉換一下心情，暫時遠離書本和考試吧。80 年代與 90 年代的另類搖滾名曲陪你課後輕鬆一下。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447802,Sleeper Agent: Have Love Will Travel,需要開車上路時，就讓音樂陪伴你打發時間吧！收錄包括著名後龐克樂團 Interpol、獨立搖滾組合 Vampire Weekend、車庫搖滾樂隊 The Bla ck Keys 等人譜寫的輕快節奏，一路伴你到下一個目的地。,Sleeper Agent 出行時的嚴選私房歌單在此公開。喜歡 Sleeper Agent 的樂迷們，馬上出發吧！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447806,Playing Hooky,今天什麼都不想做，只想要逃進只有音樂存在的世界裡。,今天什麼都不想做，只想要逃進只有音樂存在的世界裡。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447808,Intro to Sarah Vaughan,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447810,Dorm Room Ragers,不必出門上夜店，在你想要 party 時直接就在宿舍裡辦起來。打開歌單就能迅速炒熱整場氣氛，結合 Martin Garrix、Avicii、Calvin Harri s 等人的流行 EDM 電音舞曲，讓平平無奇的宿舍變身成為時尚夜店。,一系列讓大學生在宿舍快速炒熱氣氛的熱門舞曲。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447812,My War,經典龐克精神常常帶著憤怒與不滿，對社會、對主流、甚至對討厭的人和討厭的音樂。不管你是為了什麼而憤怒，讓同樣訴說憤怒心情的經典 龐克歌曲陪你一起吼出心中所有的不滿吧！,憤怒、憤怒、還是憤怒，讓他們唱出你的憤怒吧！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447816,Dancehall Club Bangers,想要聽一些不一樣的舞曲，那就絕不能錯過雷鬼音樂中的 dancehall 分支，它有著高能量的節奏，非常容易炒熱氣氛，讓人聽後腎上腺素攀升 ，感覺活力加倍，瞬間把舞池氣氛燃燒到最高點！這張歌單蒐集了許多勁爆的 dancehall 舞池金曲，首首精彩，越聽越起勁！,Dancehall 是舉辦派對時迅速炒熱全場氣氛的最佳選擇！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447821,Salsa Bailable,騷莎舞蹈有社交舞的優雅，又有拉丁民族的歡樂激情。讓我們從 Oscar D'Leon 的經典舞曲，一路跳到 Isaac Delgado 的流行節拍，讓火辣動 感的騷莎舞曲陪伴我們跳躍扭動一整晚。,雅俗共賞，火辣動感的騷莎舞曲。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447823,Your Silent Face,包含 New Order、My Bloody Valentine、The Jesus And Mary Chain 等樂團的名曲，他們沒有聲嘶力竭，亦沒有狂放暴烈。聽著不做作的嗓 音，充滿畫面的音樂，讓紊亂的思緒暫時解放，令混亂的情感脫離約束，這一刻，如夢似幻，只屬於自己。,無需想太多，就讓 80 年代的音樂構築舒適的氛圍，讓腦袋暫時空白片刻吧。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447825,Yo Ho: Sailor's Drinking Songs,一起上船，引吭高歌吧！伴著手風琴、吉他、口琴、鈴鼓等簡單樂器，水手們充滿氣概的唱出汪洋中的男人心事。他們感嘆生命的無奈，更不 忘及時行樂。難忘的女人、停駐的港口、酒吧無一不可入歌。把蘭姆酒、威士忌或啤酒拿出來，聽著豪邁直白的水手之歌，將生活中的抑鬱和 勞苦都一飲而盡！,跟著水手們豪邁地大口喝酒、放聲高歌吧！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447827,Country Songs About Fishin',,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447831,Underneath the Stars,每天為生活奔波，難免會被繁忙的都市生活壓得透不過氣來。偶而為了喘息一下，你可能會望向天空，感受片刻的寧靜。這個時候，你也許會 想到早已不在身邊的他或她，然後耳邊又會響起什麼音樂？道盡了戀愛甜酸苦辣的獨立音樂能勾起你的一絲回憶嗎？,音樂可以把戀愛中的甜蜜和辛酸娓娓道來，獨立音樂更是其中的佼佼者。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447833,Best of Samba Soul,一說到森巴，大家都會想到巴西。在森巴音樂的進化史中，60 到 80 年代是其中一個重要的時期。當時騷靈樂在美國當紅，因而影響了巴西的 森巴音樂人。其中 Jorge Ben 把傳統森巴和搖滾樂、騷靈和 funk 等音樂風格融合起來。他在 1969 到 1976 年間推出了一連串精彩專輯，打 造出森巴騷靈這種全新流派，影響了一代音樂人。這張歌單收錄了森巴騷靈代表人物的作品，包括 Tim Maia、Banda Black Rio、Gilberto Gi l 等人的樂曲。,60 至 80 年代期間，騷靈樂不但在美國大受歡迎，更在巴西興起，影響了當時的森巴樂手。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447842,Intro to Tony Bennett,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447843,French Pop Dinner Party,具獨特歐式都會風格的法國經典時代曲，清新抒情、自然不造作的魅力深受各國樂迷喜愛。本歌單精選經典香頌傳奇巨星琵雅芙、60 年代走紅 的氣質才女馮絲華哈蒂、法國樂壇教父 Serge Gainsbourg 等人跨越半個世紀的經典法國流行金曲，輕柔動聽、韻味十足，最適合三五知己晚 餐聚會時聆聽。,時而輕快俏皮，時而感性憂傷，懷舊的法國時代曲擁有獨一無二的歐陸迷人魅力，為美酒佳餚錦上添花。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447847,"Timeless Party Hits, Vol. 1",本歌單精選炒熱派對氣氛的必備金曲，只要一播出，全場所有人都會為之瘋狂。集結經典名曲與時下最流行的勁歌，讓英國傳奇搖滾名團 Quee n、美國搖滾樂團魔力紅 Maroon 5 及性感流行天后 Rihanna 立馬釋放你的派對靈魂！,派對上總有幾首經典歌曲，只要前奏一出，便全場瘋狂。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447858,Trance Evolved,收錄多位歐美電音頂尖人物的傑作，Markus Schulz、Armin van Buuren 等大牌 DJ 將「出神」電音 (trance) 重新定義。Trance 能歷久不衰 又三不五時搞出新花樣來，這班音樂人絕對應記一功。當然，長江後浪推前浪，Andrew Rayel、Omnia 這些電音新星亦正在這場出神電音實驗 中留下自己的名字。,歷經廿載，出神電音 (trance) 依然出神入化。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447861,Just Hanging Out,本歌單精選最適合不想動腦筋時聆聽的流行歌曲。收錄美國搖滾樂團 OneRepublic、洛杉磯獨立樂團 Echosmith、獨立創作才女 Ingrid Micha elson 等風格獨具的流行代表作，明快的節奏，琅琅上口的旋律與難以忘記的歌詞，營造悠閒隨性的愜意氛圍。,沒事做的時候，只想一邊聽聽節奏輕快的流行音樂，一邊發呆，度過難得的閒暇時光。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447863,Big Band Dinner Party,,,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447869,Quirky Quartets,有「樂器之后」之稱的小提琴由於音色多變，向來是作曲家最愛的樂器之一，而以小提琴為主的弦樂四重奏，則是常見的室樂演奏形式。而當 代的作曲家則喜歡利用不同的運弓或撥弦技巧改變音色，營造出時而跳脫，時而詭異的氣氛。,弦樂四重奏千變萬化，可塑性甚高。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447871,Cooled Out in a Warm Place,假期完了，又在等待另一個假期的開始。曾遊走的地方，曾停留的酒店，曾看過的風光，一切只能在記憶裡重溫。歌單收錄了澳洲電音組合 Th e Avalanches、巴西迷幻搖滾 Os Mutantes、美國另類鄉謠樂團 Beachwood Sparks 等人的獨立搖滾歌曲，聽著聽著，說不定能找到下一個旅 行目的地。,停不下來？就讓歌單裡的獨立搖滾音樂給自己一個歇腳空間。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447874,Hazy Instrumentals,本歌單把嘻哈、電音、迷幻以至獨立搖滾的作品集結在一起，但它們都有一個共通點，就是全部都是純音樂。有些樂團總愛在專輯裡插進一兩 首純音樂，作為緩衝也好，鋪陳氣氛也行，感覺或空靈或飄渺，短短數分鐘便足以帶領樂迷走進另一個世界。,有時候，無需歌詞，純粹音樂，也能構築一個想像世界。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447876,Drag Race,讓這些音樂帶你美式猛獸級超跑的直線加速體驗，享受起動時貼背的快感。,讓這些音樂帶你美式猛獸級超跑的直線加速體驗，享受起動時貼背的快感。,zh-Hant,"HK,MO,TW",30-Apr-15,,
ADAM_ID,NAME,LONG_CONTENT_NOTE,SHORT_CONTENT_NOTE,NAME,WM_CONCAT(C.COUNTRY_CODE_ISO2A),START_DATE,,
976447888,Sittin' on the Stoop,請記住，世界不會為你停下來。不要讓負能量在心裡累積，生活裡的恆常與變幻要好好掌握。不知道此刻有何打算，倒不如隨著音樂暫時解放 心情。本歌單精選多支獨立搖滾、funk、嘻哈好歌，讓 Hot Chip、Talking Heads、Young Marco 的歌為自己注入正能量吧！,歌單兼容新舊作品，從 funk 到嘻哈再到獨立搖滾，總有一支歌能給你好心情！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447890,Jukebox Hits: Doo-Wop,經典金曲往往帶著穿越時空的能量。本歌單的選曲都是當年在電台熱播的 doo-wop 金曲，以 R&B 為基礎，結合主唱及多部和聲合唱，即使現 今聽來還是讓人不自覺地擺動身軀。,在搖滾興起之前，大家都是聽著 doo-wop 長大。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447892,Classical for Driving,置身在喧囂的車水馬龍之中，被禁錮在鋼鐵車殼裡趕赴下一個目的地，心中怨氣隨著排氣管的滾滾廢煙有增無減。此系列收錄橫跨幾個音樂時 期的古典音樂，讓莫扎特、貝多芬、德弗札克、蕭士塔高維奇等音樂家幫你減減壓。這些樂曲時而浪漫，時而平穩，時而熱鬧，時而跳脫，幫 你撫平煩躁不安的情緒，心平氣和地開始下一段旅程。,讓此系列的音樂帶你遠離汽車的喇叭聲及打結的十字路口，一派輕鬆地到達目的地。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447893,Motown Goes Disco,,,zh-Hant,"HK,MO,TW",30-Jun-15,,
976447896,Groove and Flow,,,zh-Hant,"HK,MO,TW",28-Jun-15,,
976447898,Like the Warmth of the Sun,寧靜又舒適的午後就是要找個地方好好享受陽光帶來的溫暖。,寧靜又舒適的午後就是要找個地方好好享受陽光帶來的溫暖。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447899,Blue Note: Classic Jazz,Blue Note 唱片是世界公認的指標性爵士大廠，「爵士樂代名詞」的稱號當之無愧。成就高品質有許多面向：充滿紐約感的封面設計、傳奇錄 音師 Rudy Van Gelder、製作人 Alfred Lion 大方支付樂手兩次排練，因此能收錄到最佳表現。紀錄片《Blue Note - A Story of Modern Ja zz》中有此一說：「Alfred 製作逾千張專輯，其中少說 950 張是經典。」,Blue Note 唱片是公認的爵士指標廠牌。高品質的錄音與品味，諸多經典爵士名盤都出自於此。,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447903,Kiss Me I'm Sh*tfaced! St. Paddy's Day Drinking Songs,每年 3 月 17 日的聖派翠克日是愛爾蘭移民帶到美國的節日，本來是紀念愛爾蘭基督教聖徒聖派翠克 (St. Patrick) 的日子，後來變成一年 一度的盛大慶典。彌撒之後，大家身著綠色上街遊行、飲酒、歡慶。這裡集結了包含聖派翠克日兩大元素─酒精和愛爾蘭─的歌曲。,聖派翠克日 (St. Patrick's Day) 的兩大元素：酒精、愛爾蘭這裡都有！,zh-Hant,"HK,MO,TW",30-Apr-15,,
976447904,Free and Easy: Country Driving Songs,不少鄉村歌曲對家鄉都有細膩的描寫，當中自然少不了對遼闊公路景致的描述。Dierks Bentley、Sawyer Brown、Alan Jackson 等鄉村巨星都 推出過膾炙人口的公路歌曲。聽著這張歌單，就彷彿開著卡車奔馳在美國西部的峽谷公路上。,不論是開著貨車還是卡車，鄉村音樂在駕駛時總是少不了。,zh-Hant,"HK,MO,TW",30-Apr-15,,
